pnt_id,x,y,fall09,fall11,spring10,spring11,cti,dem,precip,slope,mlra,lru
1013,664931.1127,3555605.741,24.120147,24.467132,21.992876,17.86635,6.665844,4404.467773,14.304274,16.78367,41,41-3AZ
1014,559323.6859,3493227.846,37.496418,44.883808,30.869413,34.130241,4.401604,4822.458984,16.638065,11.535582,41,41-3AZ
1015,447272.1281,3508006.653,31.887552,30.504663,26.596155,28.608312,12.650576,3838.254638,18.827878,1.917157,41,41-3AZ
1016,523797.0222,3533845.567,24.316658,25.206512,21.249067,21.08386,6.609026,3671.770751,15.272016,8.472645,41,41-3AZ
1017,632226.0955,3522559.251,29.857412,37.337173,24.330078,25.097686,5.805963,4942.523925,14.482457,36.5331,41,41-3AZ
1018,447489.5754,3533540.135,40.243713,39.456375,32.627258,39.180339,9.755945,3782.935791,15.675334,5.433526,41,41-3AZ
1019,637055.0312,3515670.182,30.637336,34.051879,25.028501,23.698438,4.405167,4750.818359,15.261931,13.644757,41,41-3AZ
1020,603430.556,3469393.367,38.003143,37.281063,31.647003,23.794799,7.781294,4668.830566,12.410387,1.360234,41,41-3AZ
1021,641632.1455,3520629.168,22.954317,29.596256,21.893529,17.36329,9.973652,4888.964355,16.486293,2.557151,41,41-3AZ
1022,558567.8721,3552713.449,35.682006,41.637271,30.32715,27.141206,4.571095,3975.5354,15.338182,13.023839,41,41-3AZ
1023,672175.2448,3478043.962,33.551605,33.187854,25.842464,24.945678,11.151337,4200.637207,15.653552,1.301874,41,41-3AZ
1024,607664.6573,3517548.632,38.505218,37.695442,29.120483,25.626607,5.047576,5091.354003,17.226299,39.55944,41,41-3AZ
1025,463284.1125,3487587.576,39.788703,30.448301,35.885234,30.112297,4.596309,4168.273437,23.195697,21.629463,41,41-3AZ
1026,517221.4445,3604414.677,29.85906,28.269498,25.17642,26.625232,3.395894,3951.065185,19.112932,51.779312,41,41-3AZ
1027,600590.6611,3586765.96,26.196134,36.755802,20.543312,20.531475,10.324858,4280.583984,13.555067,0.418003,41,41-3AZ
1028,618691.3719,3498221.227,5.177655,18.225616,5.844212,8.572203,10.726739,4113.699707,11.55949,0.917578,41,41-3AZ
1029,571294.2633,3554057.575,28.248065,40.054351,23.763404,26.096513,8.044872,4456.271972,15.020366,17.351234,41,41-3AZ
1030,626509.5637,3490641.221,27.567676,16.978784,20.300033,10.441375,8.161266,4151.013671,11.881213,0.447593,41,41-3AZ
1031,616665.1331,3538878.494,8.380257,16.170906,1.567187,0,9.039805,4228.363281,13.083003,0.73191,41,41-3AZ
1032,458089.3935,3519824.469,28.594692,23.243316,23.88274,20.357629,8.26289,3158.010498,14.00476,1.832613,41,41-3AZ
1033,588111.6022,3535637.792,32.560447,39.684078,25.493288,24.339218,5.551339,4757.458007,15.491056,7.308862,41,41-3AZ
1034,473595.4833,3534743.032,31.505916,28.092094,28.470542,26.096464,6.78983,3638.553466,16.542419,3.971575,41,41-3AZ
1035,457585.7158,3509831.084,38.401447,33.372901,28.220584,30.27914,4.948851,3279.100341,16.095676,22.337446,41,41-3AZ
1036,625594.4382,3497059.198,17.752754,20.495155,13.60417,13.065999,8.851453,4154.16455,11.43472,0.696572,41,41-3AZ
1037,487591.4719,3507651.814,33.207889,38.364494,29.163112,35.561618,6.162995,3420.646484,16.099021,15.388536,41,41-3AZ
1038,675471.0161,3468758.033,39.278095,36.766319,31.120901,0,3.947846,4611.382324,15.51949,50.329105,41,41-3AZ
1039,597912.8757,3474113.013,39.229518,39.560905,31.281677,29.299377,3.666887,5346.002441,14.963542,45.612468,41,41-3AZ
1040,492487.3885,3476728.769,49.207366,35.313571,40.225811,34.211101,3.849308,3922.611328,18.307115,35.798786,41,41-3AZ
1041,640515.89,3558857.692,31.92344,32.272895,26.814651,23.182649,5.907593,5282.182617,16.322835,11.385519,41,41-3AZ
1042,562198.9208,3528914.448,30.974891,39.506004,25.453451,22.997829,5.636522,4492.416503,15.40973,9.096311,41,41-3AZ
1043,515048.4283,3597973.502,36.350288,38.813266,33.006954,35.312351,4.05381,3940.603271,17.195129,22.147272,41,41-3AZ
1044,593408.5928,3587094.471,31.508663,32.180477,27.077159,20.069669,8.179729,4349.336425,14.406093,1.13087,41,41-3AZ
1045,578726.1823,3647806.052,22.718635,22.548124,21.117244,22.64191,5.590705,3791.536132,13.025334,26.042861,41,41-3AZ
1046,494131.649,3520903.231,17.762855,12.622522,9.96043,8.218664,5.671403,3310.09082,14.400532,6.156561,41,41-3AZ
1047,567426.8801,3499549.434,24.877807,35.388381,20.180595,23.992641,10.303895,4316.770507,13.992103,1.741367,41,41-3AZ
1048,527015.1917,3562896.032,29.068254,32.53923,25.883356,24.655876,6.479106,2874.674804,14.166947,4.804007,41,41-3AZ
1049,515789.434,3521692.897,31.946847,32.295143,26.509078,26.833606,6.727287,3969.12915,18.056098,5.289968,41,41-3AZ
1050,586459.8567,3608332.824,21.932792,29.463695,21.78078,18.541412,8.41623,4534.175781,15.929912,1.06212,41,41-3AZ
1051,548834.6662,3636223.736,21.26543,28.941555,37.850605,31.103864,4.452674,4175.880371,18.345319,42.677909,41,41-3AZ
1052,435690.1919,3530993.507,25.053916,20.148899,20.719352,20.436275,6.905549,3329.560058,16.606966,6.141545,41,41-3AZ
1053,571779.3829,3613955.341,21.19099,15.510497,20.977724,20.770374,6.338282,4685.812011,17.528585,70.253028,41,41-3AZ
1054,672826.2508,3508962.785,19.99722,24.929033,14.918611,10.096244,5.616208,4727.052246,17.785472,21.277957,41,41-3AZ
1055,649267.9697,3493379.461,32.316211,37.470298,32.926258,32.359077,5.239147,5538.668945,17.563299,39.566539,41,41-3AZ
1056,614393.8807,3469622.559,29.323431,31.131767,22.968833,24.77717,5.689708,4518.41748,12.670795,16.271532,41,41-3AZ
1057,664088.3777,3484241.806,36.47134,29.673168,29.39953,26.409444,4.696249,4457.345703,16.004817,17.691854,41,41-3AZ
1058,675730.9242,3481240.881,25.71902,17.178619,14.481374,13.131103,8.705769,4412.561523,16.080217,2.172214,41,41-3AZ
1059,577271.4748,3515176.027,17.980743,21.768913,14.010189,14.884456,5.410119,3949.12622,13.097537,22.647811,41,41-3AZ
1060,571492.3443,3562946.862,26.147499,26.399599,24.235353,21.788459,8.581126,4240.620605,15.511894,5.105377,41,41-3AZ
1061,581713.9782,3487845.304,22.411245,21.897567,16.401262,16.766414,7.592032,4134.196777,12.90511,2.650476,41,41-3AZ
1062,487398.2846,3515185.986,14.510065,20.302989,8.411973,11.519303,6.671976,3490.509765,15.712743,2.607106,41,41-3AZ
1063,580570.7081,3632204.979,25.085735,20.511083,22.967062,25.081871,7.061161,4611.033203,17.349308,4.923036,41,41-3AZ
1064,491847.7136,3593746.774,16.634822,14.481116,11.560136,13.376214,3.610103,2990.479003,14.454961,44.665115,41,41-3AZ
1065,469180.1413,3520107.912,27.52728,20.06196,20.553693,18.745229,6.752271,3392.112548,16.776662,3.333966,41,41-3AZ
1066,648269.4901,3474993.94,25.945383,28.174474,22.365856,23,5.998029,4853.715332,16.072629,26.68748,41,41-3AZ
1067,641239.7173,3547455.304,24.747369,25.258485,20.212549,22.08283,9.340479,4720.709472,14.637001,1.105156,41,41-3AZ
1068,574947.3504,3491795.468,28.604068,30.436832,23.489459,22.834823,8.018867,4327.032226,13.863463,1.320245,41,41-3AZ
1069,441631.6396,3517541.614,18.5,12.403255,20.843568,14.869606,2.514285,5715.418945,20.067176,156.145858,41,41-3AZ
1070,619203.3639,3586605.304,26.767551,32.455959,22.020662,26.419002,6.261945,4765.037597,15.2388,17.094961,41,41-3AZ
1071,551337.2606,3546911.551,28.036939,39.967761,23.471929,21.076303,6.263569,4365.835449,15.338286,14.949456,41,41-3AZ
1072,474775.0685,3531735.163,28.502811,23.98571,26.332567,25.3568,4.407259,3939.66748,19.353359,20.475484,41,41-3AZ
1073,585968.6746,3494997.065,21.988857,26.978368,18.240669,18.535812,9.546487,4203.279296,13.524456,1.335919,41,41-3AZ
1074,518415.0205,3608053.982,42.99744,41.907653,42.746517,37.896499,9.143684,4283.575195,20.780916,3.576281,41,41-3AZ
1075,650919.5261,3470651.169,34.127422,28.7075,29.221799,27.076164,4.703543,4557.532714,15.691316,23.661252,41,41-3AZ
1076,541039.7265,3634237.374,32.091003,27.603565,30.328718,29.023061,4.536795,3823.012695,19.179624,26.906654,41,41-3AZ
1077,630451.3411,3574479.214,24.713468,27.5435,26.366409,22.735858,5.742656,4549.663574,14.91465,17.904249,41,41-3AZ
1078,582482.0263,3538838.892,24.111957,38.525951,18.210569,20.480485,7.095152,4343.969726,14.781486,5.325675,41,41-3AZ
1079,579657.8031,3483126,28.540248,34.47396,25.261678,24.571422,8.338175,4300.921386,14.117331,2.520972,41,41-3AZ
1080,616001.1058,3571633.048,24.839956,29.095951,20.912433,18.321485,7.170861,4226.037597,13.3192,2.620629,41,41-3AZ
1081,501521.0278,3472003.245,53.480937,27.291097,23.839986,24.288862,5.074531,3837.686523,17.893661,18.508514,41,41-3AZ
1082,531190.162,3566250.798,25.330223,23.510999,19.520877,21.940509,5.000656,3381.218261,14.866418,45.319805,41,41-3AZ
1083,666840.4894,3482886.927,23.549858,15.44668,15.360567,11.521579,9.398216,4366.193847,15.88352,1.299636,41,41-3AZ
1084,584276.3114,3557678.777,24.809537,29.947355,20.001619,21.029403,8.287425,4805.911132,15.822092,5.110497,41,41-3AZ
1085,671409.966,3543708.591,25.785524,34.797515,19.018281,15.680841,8.016068,4583.769531,15.412796,1.299113,41,41-3AZ
1086,554368.0192,3568954.465,24.475368,25.78993,21.839334,21.132648,8.334086,4119.607421,15.84973,2.461305,41,41-3AZ
1087,588021.6468,3490177.765,27.49658,25.13433,22.43918,16.41031,7.97392,4367.270019,14.054289,2.014009,41,41-3AZ
1088,604842.0644,3593829.251,31.610374,28.064796,23.27396,19.466241,8.106122,4563.028808,14.897367,2.466942,41,41-3AZ
1089,601954.8324,3496031.666,19.375993,32.322776,17.339002,20.653039,7.024233,4774.614746,14.611298,7.345112,41,41-3AZ
1090,569607.511,3576483.522,7.577197,23.715398,13.474361,12.297305,4.581169,4811.213378,15.766588,63.373386,41,41-3AZ
1091,524793.0808,3495720.502,45.887485,47.211303,38.817481,39.753746,4.369552,4432.206054,19.127618,11.826682,41,41-3AZ
1092,599845.9491,3606300.001,29.641489,26.861122,25.240224,24.432029,9.635869,4675.957031,15.444993,2.340281,41,41-3AZ
1093,591476.4048,3532119.482,29.726566,39.358493,26.245908,29.191579,7.194746,4900.986328,16.441995,4.676895,41,41-3AZ
1094,508145.3974,3516012.313,20.191694,21.345363,15.005004,15.628895,6.108663,3572.331054,16.54874,5.894979,41,41-3AZ
1095,637798.9984,3575000.781,24.476964,24.208389,22.299083,18.260414,9.100188,3965.638183,12.844315,1.745235,41,41-3AZ
1096,556644.1144,3498007.749,20.88524,32.513683,17.814479,18.749649,7.449602,4567.38623,15.318127,11.571956,41,41-3AZ
1097,508331.2815,3601049.042,25.411138,27.139804,24.357646,30.486166,6.074261,3414.521484,15.92286,11.345591,41,41-3AZ
1098,580331.5485,3544623.954,25.960889,36.753902,20.068054,18.322425,5.078588,4468.754394,15.211542,21.813566,41,41-3AZ
1099,572815.301,3496885.473,24.046209,23.764108,19.072605,17.894565,6.274814,4254.892578,13.87636,2.933294,41,41-3AZ
1100,607592.0275,3629748.575,19.563156,26.005496,21.501169,21.291149,6.364362,3623.727294,10.803696,2.013473,41,41-3AZ
1101,657036.7116,3493922.308,37.659236,41.383388,32.735736,27.62714,7.189531,5161.415527,19.124219,17.45615,41,41-3AZ
1102,656235.0909,3480839.3,16.023931,12.330616,12.157968,8.128316,6.823701,4311.865722,14.947524,1.982318,41,41-3AZ
1103,605135.2699,3517268.651,31.865571,37.687259,24.011016,23.432851,5.157186,5379.892089,17.843339,37.733615,41,41-3AZ
1104,667537.7028,3506202.058,39.323207,46.118907,37.023128,37.309799,4.650492,5081.438476,18.648122,21.696176,41,41-3AZ
1105,476031.3869,3520325.882,24.343542,12.002325,17.146322,10.601394,4.189997,4102.056152,19.711967,18.469699,41,41-3AZ
1106,572486.1225,3503519.087,26.277585,31.311721,20.626718,15.314364,4.542031,4399.234375,13.821825,26.962663,41,41-3AZ
1107,501437.3551,3474937.057,30.872051,32.98994,24.676725,29.542253,7.016499,3727.798339,17.795141,10.061682,41,41-3AZ
1108,610079.204,3474601.223,21.454137,22,15.005842,17.270652,4.856962,5391.796875,15.020633,55.29512,41,41-3AZ
1109,497576.2676,3517375.972,3.33719,2.03811,2.336033,2.429385,9.969526,3003.490722,14.518648,11.676046,41,41-3AZ
1110,534385.1367,3599779.659,32.402153,25.162195,26.077919,22.737003,5.024525,3886.929199,17.028713,23.450963,41,41-3AZ
1111,558530.9039,3515610.649,23.449094,34.052017,19.881689,23.956361,5.802156,5111.499023,17.019197,38.764049,41,41-3AZ
1112,512721.087,3485009.625,26.048019,20.259027,20.393295,15.757667,5.117713,4166.530761,17.245529,18.460624,41,41-3AZ
1113,618930.9953,3566533.307,31.096164,27.281324,20.966062,16.437133,8.025573,4238.379882,13.179074,0.902768,41,41-3AZ
1114,523453.6704,3492372.432,47.159854,52.86956,42.002071,40.868526,8.329572,4266.980957,19.12099,8.396512,41,41-3AZ
1115,616810.1636,3486532.356,14.052987,19.240501,11.471026,12.53512,14.910789,4143.904785,12.566896,1.324655,41,41-3AZ
1116,616704.7893,3557282.424,21.762481,37.611316,13.849387,17.393842,9.87824,4162.935546,12.898612,0.720907,41,41-3AZ
1117,543955.2393,3583399.947,17.639957,23,20.4785,19.735998,4.608365,3731.7229,16.409297,10.813208,41,41-3AZ
1118,563754.8959,3536884.314,5.373742,4.53664,1.958621,2.184832,6.148362,3795.945312,14.218978,11.11537,41,41-3AZ
1119,555954.5719,3542852.668,27.238904,33.242946,21.83197,15.426359,5.744929,3903.759765,14.506876,7.107248,41,41-3AZ
1120,630282.5734,3482567.328,17.002906,18.338968,9.132082,8.047117,11.517358,4077.993408,12.932083,0.664076,41,41-3AZ
1121,678314.6817,3514495.716,23.053903,19.194061,17.846101,10.94352,8.950776,4357.981445,14.710421,2.113928,41,41-3AZ
1122,625234.2091,3477707.381,14.322998,12.212451,8.857642,13.07568,7.606676,4031.657958,12.891129,0.590257,41,41-3AZ
1123,667179.7344,3478182.715,23.026807,21.740402,16.225603,15.760024,12.7514,4116.90039,15.455206,0.567021,41,41-3AZ
1124,533714.7216,3539852.527,13.877533,21.700519,11.764969,11.117181,6.083398,3517.53955,15.381574,20.543125,41,41-3AZ
1125,488297.1447,3494862.603,27.586057,34.697433,27.736831,30.948209,2.54111,5240.821777,22.366218,117.093132,41,41-3AZ
1126,514026.3854,3466977.043,23.641662,21.439102,15.263318,14.630585,11.520325,3737.361816,17.133461,0.817935,41,41-3AZ
1127,609649.3383,3506174.927,29.182573,38.361057,24.314901,30.20639,11.133403,4662.469726,15.003648,1.911891,41,41-3AZ
1128,492997.5019,3495255.289,37.955272,28.596139,28.878206,25.778078,5.302378,3617.637939,16.349065,9.993351,41,41-3AZ
1129,434074.2502,3527455.818,25.625537,18.902988,21.268186,19.12232,5.403778,3150.371093,15.960227,17.285974,41,41-3AZ
1130,471713.9841,3498780.388,32.030334,23.649644,23.513523,21.28774,3.92752,3958.848388,20.277635,22.651147,41,41-3AZ
1131,621805.9046,3482385.57,5.484054,5.49234,1.392011,1.841632,8.280435,4037.423828,12.621009,0.596915,41,41-3AZ
1132,595192.118,3498041.801,31.296321,41.591888,28.69741,25.408113,5.910458,4632.134765,14.106745,22.378503,41,41-3AZ
1133,596692.5702,3603201.273,26.272966,26.024129,29.679655,25.259513,6.709437,4498.936035,15.146881,1.728788,41,41-3AZ
1134,561667.4894,3577911.387,12.974143,17.965303,12.594792,13.323838,4.535237,3654.715332,14.707695,39.192241,41,41-3AZ
1135,584709.1553,3623472.349,38.125782,35.488731,32.168369,32.388271,4.561503,6300.796875,21.198614,49.749431,41,41-3AZ
1136,485424.0675,3536698.793,32.544471,30.169832,27.053995,25,7.330257,3927.543212,15.188723,3.293087,41,41-3AZ
1137,599663.9042,3498729.402,15.212022,34.052333,13.194445,10.335275,8.396131,4592.407714,13.845752,3.200325,41,41-3AZ
1138,614061.8104,3547583.269,19.931106,34,14.64151,16.513044,9.925189,4193.449707,13.022428,0.292528,41,41-3AZ
1139,681461.2242,3518650.26,29.264022,26.131134,19.826929,17.212633,10.013772,4247.642578,12.967107,1.633901,41,41-3AZ
1140,475464.1693,3487985.41,34.452041,30.671733,25.095619,29.0102,4.153742,3965.088623,20.750421,36.588115,41,41-3AZ
1141,501470.2215,3598247.226,23.695596,20.398077,20.684974,23.648647,8.106977,3409.415283,14.791825,2.572641,41,41-3AZ
1142,585911.9209,3508712.026,28.919649,32.059188,21.452535,22.160074,6.777928,4420.799316,13.364639,11.103444,41,41-3AZ
1143,682654.8761,3502617.063,22.920036,20.442953,15.986909,0,4.384896,4610.137207,14.92975,19.482103,41,41-3AZ
1144,574132.727,3624456.529,25.788059,28.16579,27.950143,26.688919,6.935268,4368.139648,16.313894,18.487789,41,41-3AZ
1145,622804.4994,3516267.844,28.787427,30.321395,20.963066,10.570097,10.317925,4216.85498,12.554814,0.480117,41,41-3AZ
1146,499731.4892,3506252.042,24.842432,19.598457,17.609579,17.48496,4.637199,3527.948974,16.841775,13.261397,41,41-3AZ
1147,584883.3552,3491286.681,23.442043,32.072563,19.308107,23.485754,7.363057,4202.237792,13.611066,6.089104,41,41-3AZ
1148,660877.0326,3469140.837,11.410132,9.918231,8.351577,5.494713,7.5604,3879.930908,14.589892,5.626123,41,41-3AZ
1149,641195.0017,3517327.283,29.100898,31.454252,24.87825,21.512601,6.895059,4938.239257,16.294607,1.679312,41,41-3AZ
1150,634255.6917,3472805.628,14.024751,22.224941,11.730546,18.11247,10.518278,3985.957763,13.128029,0.507909,41,41-3AZ
1151,610254.1118,3500625.034,14.482816,20.595949,10.374088,7.638942,7.397653,4438.413574,13.776819,1.529928,41,41-3AZ
1152,646418.8638,3488667.614,25.137275,22.057395,22.386533,18.466257,7.401384,4730.215332,14.718216,1.658319,41,41-3AZ
1153,502918.5659,3515707.736,32.956752,40.894931,24.997184,31.613323,7.055669,3145.450683,14.903627,2.16808,41,41-3AZ
1154,628008.1356,3494939.339,25.346525,23.11273,18.743139,15.866111,10.326718,4208.882812,11.745559,1.149209,41,41-3AZ
1155,678960.4052,3486970.571,30.745946,24.741603,20.472885,0,5.471769,5051.249511,16.592792,40.909255,41,41-3AZ
1156,579061.853,3509338.2,29.244962,39.476375,20.451663,25.302171,5.174273,3986.232666,13.055191,17.354824,41,41-3AZ
1157,606266.529,3531349.17,35.739139,42.192794,29.832771,26.175239,7.267185,4552.765625,15.528657,3.091537,41,41-3AZ
1158,599206.6787,3552203.739,16.206705,23.576644,11.647132,10.586566,7.702812,4324.875976,13.88361,0.666454,41,41-3AZ
1159,651979.8722,3550639.836,36.202411,32.53767,31.833469,28.921815,7.148398,5722.096191,19.884546,26.013719,41,41-3AZ
1160,613339.9631,3571219.074,28.231019,34.049026,20.413335,17.453371,9.384853,4182.557128,13.03523,0.140751,41,41-3AZ
1161,628655.9144,3538782.815,22.425668,30.666313,15.193917,10.105249,11.338894,4360.955078,13.357425,0.357448,41,41-3AZ
1162,552522.5665,3528795.789,42.864849,43.264495,34.882781,32.927928,4.966674,4827.006835,16.413394,32.695297,41,41-3AZ
1163,595179.9967,3524665.506,35.069561,48.505409,30.292175,32.954086,6.531399,5126.29541,16.526004,7.261517,41,41-3AZ
1164,600820.0449,3512908.382,34.150199,42.787841,29.532051,27.656234,8.392227,5041.722167,15.453794,0.532643,41,41-3AZ
1165,465066.6058,3502634.286,30.907159,26.718715,23.630767,24.440061,5.031949,3587.157958,19.181621,5.968417,41,41-3AZ
1166,682378.874,3475038.515,33.414855,0,28.136667,0,6.927771,5150.304687,16.603662,35.817043,41,41-3AZ
1167,590167.3751,3616301.112,41.14154,36.332801,37.191036,31.034322,5.902639,5214.947753,17.560091,15.599226,41,41-3AZ
1168,576156.7723,3496431.683,14.8574,15.631047,9.825314,9.2591,8.896584,4172.037597,13.548247,2.8708,41,41-3AZ
1169,642317.0887,3524486.208,31.614559,39.932914,23.170536,15.274381,7.568234,4868.582519,16.23768,2.208805,41,41-3AZ
1170,623383.3659,3579679.558,20.638198,20.406841,14.422266,16.610845,7.22991,4215.104492,13.386636,6.233542,41,41-3AZ
1171,543802.2027,3528608.457,39.149703,45.297416,34.386596,34.827686,6.876048,4117,15.268626,10.31305,41,41-3AZ
1172,641782.8253,3490327.823,20.061555,25.579811,15.766662,20.967332,6.750928,4605.91748,14.081171,9.031131,41,41-3AZ
1173,644159.6535,3541874.117,32.569522,34.001495,24.113807,21.075229,10.755915,4869.576171,16.133113,1.480547,41,41-3AZ
1174,541563.7109,3575342.799,34.819091,37.477176,28.718395,31.870441,4.13537,4290.147949,17.077571,28.091272,41,41-3AZ
1175,548689.2138,3538055.099,36.458576,39.634887,31.482057,28.458576,7.391813,3921.804443,15.456405,2.462677,41,41-3AZ
1176,565398.712,3522636.816,29.41292,33.639968,24.722156,21.327968,5.890668,4258.1958,14.743103,15.957417,41,41-3AZ
1177,587972.1036,3555393.647,22.996536,22.713001,19.159082,14.458106,7.977821,4882.738769,17.222137,5.06446,41,41-3AZ
1178,529473.2011,3537757.004,16.992122,16.335922,12.62303,13.116872,10.542471,3570.000976,15.056394,2.500913,41,41-3AZ
1179,579659.6334,3658276.304,27.148229,25.797962,21.446838,23.668842,7.391273,3641.53833,13.216297,1.678786,41,41-3AZ
1180,485321.0895,3498330.92,33.811866,32.444263,25.565273,28.658994,6.36167,3806.846191,19.208406,12.908293,41,41-3AZ
1181,598920.882,3507369.499,32.25658,41.550411,24.703313,18.873916,8.744709,4759.783691,14.148284,2.560407,41,41-3AZ
1182,638730.2203,3572573.069,21.870204,24.653553,19.887073,22.394618,4.055441,4852.813964,13.353118,16.919567,41,41-3AZ
1183,607440.2465,3471870.915,25.773664,27.325916,22.229606,21.435478,6.714244,4834.85791,12.989766,1.305591,41,41-3AZ
1184,608306.4304,3526638.686,20.839176,34.7667,15.020794,13.831368,9.125138,4614.946289,15.331396,1.965797,41,41-3AZ
1185,662928.7055,3480886.23,13.551537,15.549832,9.50385,12.353295,8.487387,4294.110839,15.59937,2.764994,41,41-3AZ
1186,502396.941,3507373.003,33.05989,43.28054,28.324687,39.106323,7.152644,3717.286376,17.957025,4.493323,41,41-3AZ
1187,636919.7236,3502260.406,38.533836,41,30.974519,30.428064,8.182196,4693.631835,15.360746,4.355542,41,41-3AZ
1188,565760.6237,3486130.41,36.95108,37.348445,32.489574,34.815349,7.547832,4851.339843,17.100349,5.808721,41,41-3AZ
1189,594663.5531,3495093.427,34.871742,37.020008,28.774477,31.549757,4.742947,5000.111328,14.815769,79.827728,41,41-3AZ
1190,581920.7043,3527638.352,24.108137,28.060619,17.825138,17.411275,6.626646,4248.337402,14.251061,9.30706,41,41-3AZ
1191,577431.6206,3571401.203,27.182327,22.914457,24.364654,15.228094,5.964786,4693.935058,15.741392,2.717985,41,41-3AZ
1192,577611.949,3621567.033,16.768449,10.994619,16.909816,13.687195,4.189287,4435.83789,15.834581,23.629062,41,41-3AZ
1193,576355.5387,3476814.665,34.329666,19.925168,27.636213,25.6145,7.489269,4584.101074,17.055015,2.387102,41,41-3AZ
1194,573449.9213,3488224.598,33.307582,33.424373,25.373767,23.026319,8.885929,4446.319335,14.567448,2.146708,41,41-3AZ
1195,507169.4056,3469792.429,34.039295,24.811923,23.163919,25.990322,6.713799,3799.192626,17.86465,10.608856,41,41-3AZ
1196,669931.5836,3546701.799,15.512022,20.695093,14.023753,12.366131,8.218413,4411.990234,14.399102,1.962542,41,41-3AZ
1197,678828.9397,3496917.132,33.834198,31.153734,28,24.830154,6.199276,5117.558593,15.781612,23.716148,41,41-3AZ
1198,582995.4307,3498148.664,22.131259,32.756671,19.216344,21.844329,4.493654,4167.276855,13.353257,19.075744,41,41-3AZ
1199,635595.3247,3550358.385,28.803478,25.058935,21.433521,14.088676,6.461861,4652.005371,14.076788,3.516692,41,41-3AZ
1200,495896.0974,3601251.318,36.99184,32.303142,31.746349,33.596805,5.617989,3921.454833,16.338632,4.288595,41,41-3AZ
1201,540416.7167,3517817.77,33.028789,44.366535,27.318597,26.980508,6.236064,4483.671386,15.622474,9.553578,41,41-3AZ
1202,610238.4784,3482729.167,26.039289,22.9416,25.686,16.356161,6.53309,4771.370605,14.242139,14.596758,41,41-3AZ
1203,678172.0459,3525306.641,35.697471,33.026641,27.136569,25.474939,6.835518,4624.173828,15.199355,9.52537,41,41-3AZ
1204,462626.5024,3500862.425,35.661758,39.346401,27.530336,34.814289,7.261577,3636.993408,19.860294,8.438847,41,41-3AZ
1205,480486.5655,3556445.659,15.325614,5.979403,8.203224,6.30444,9.734353,2365.589355,11.478698,1.140549,40,40-1AZ
1206,508804.1477,3571803.627,15.116188,15.145106,12.348001,14.333313,8.041075,2458.824218,12.24245,2.941809,40,40-1AZ
1207,486067.3931,3598537.349,26.108894,17.057434,26.535211,21.128404,6.304688,2457.242919,11.823859,9.211503,40,40-1AZ
1208,465606.0657,3570220.243,13.142556,4.056881,10.569262,5.929203,9.697866,2195.111083,10.579173,0.99197,40,40-1AZ
1209,537862.0596,3615148.38,18.878337,14.685495,17.187461,16.132259,4.567624,2599.365234,13.679977,22.323856,40,40-1AZ
1210,446268.4551,3556537.427,11.731432,1.964352,8.099711,6.898192,7.54268,2429.308349,11.286039,1.222366,40,40-1AZ
1211,458924.2984,3559261.495,11.568169,7.151551,9.265617,9.137083,7.515916,2616.195556,12.023904,3.989019,40,40-1AZ
1212,435742.3584,3596995.156,18.140041,16.406028,15.615694,15.802009,6.84302,1935.71997,10.038394,12.736712,40,40-1AZ
1213,525814.5029,3568332.418,10.541324,22.168966,5.080921,15.370708,8.75668,2678.070556,13.152446,1.057398,40,40-1AZ
1214,481994.5558,3641923.307,24.011564,23.813356,20.105457,22.980043,8.498893,2425.35913,13.892476,2.739458,40,40-1AZ
1215,456811.295,3574195.175,16.07595,17.75074,12.368868,15.827052,9.530385,2302.011962,10.912835,1.562878,40,40-1AZ
1216,492883.2242,3616907.794,23.547327,15.133518,26.821973,18.693994,7.895996,2963.747558,13.57375,1.726163,40,40-1AZ
1217,543661.657,3614481.051,19.498865,21.012351,16.347269,18.600925,7.933168,3007.976562,14.890967,11.072085,40,40-1AZ
1218,469658.2403,3543468.596,23.301515,18.008537,20.050935,16.112342,6.513483,2805.143798,12.075085,1.637915,40,40-1AZ
1219,427246.2806,3556350.579,25.882865,26.503829,23.378408,26.130149,3.911791,2867.284179,12.532787,19.595705,40,40-1AZ
1220,490470.0213,3642346.985,29.334125,19.875045,29.685997,26.825565,7.957406,2999.379394,15.715892,1.689873,40,40-1AZ
1221,498569.3162,3568296.894,2.607362,0,1.088965,0.414565,6.220422,2323.072509,11.40057,3.745814,40,40-1AZ
1222,434491.7833,3562231.15,10.097127,4.741275,7.360264,4.415886,8.954526,2263.912597,11.042189,1.750083,40,40-1AZ
1223,522183.1617,3539887.759,25.096628,17.129623,19.90357,16.652971,7.198431,3209.040039,13.697381,1.074332,40,40-1AZ
1224,487911.7587,3546251.755,17.836536,20.967208,15.249827,16.657459,9.019578,3038.170898,12.955262,3.18754,40,40-1AZ
1225,485788.3212,3660305.593,17.994518,14.865729,16.827472,13.76443,5.361642,2015.122314,12.729564,27.637094,40,40-1AZ
1226,461980.2236,3533748.929,16.9017,31.412033,15.42554,17.823274,7.145709,2823.528564,12.307512,2.39383,40,40-1AZ
1227,428740.276,3544223.583,17.958953,18.333604,18.032382,17.335805,7.934808,2878.225341,14.2505,4.116059,40,40-1AZ
