"Rowid_","MASK","X","Y","SLOPE_PERCENT","COVER_FALL09","COVER_FALL11","COVER_SPRING10","COVER_SPRING11","CTI","DEM_AZ_FT","PRECIP_AVG"
,0,646442.202307,4030363.860983,72.956367,14.000000,18.000000,16.000000,24.000000,3.627019,6036.904296,9.015752
,1,579103.055833,3969943.053415,65.666793,33.000000,29.000000,29.000000,25.000000,3.732290,6500.713378,9.655123
,2,638782.556541,3944998.354001,5.689998,39.000000,44.000000,39.000000,42.000000,5.772733,6976.528320,12.416148
,3,534211.031291,3991599.435177,0.715695,20.000000,22.000000,15.000000,16.000000,10.197273,6039.297851,8.822839
,4,455059.014617,4066202.920515,8.294715,5.000000,6.000000,7.000000,2.000000,5.395791,5638.975097,7.791736
,5,556118.733458,4072743.605302,8.555553,19.000000,16.000000,13.000000,14.000000,6.974240,6224.721191,9.321659
,6,576445.775239,4013263.904975,20.926574,35.000000,34.000000,27.000000,31.000000,3.777251,6611.601562,10.253549
,7,490495.779716,4060589.972429,8.435172,5.000000,9.000000,5.000000,7.000000,6.295311,5511.914550,7.794492
,8,618107.080664,3949810.382478,5.612853,21.000000,23.000000,19.000000,18.000000,8.899863,6302.606445,9.678352
,9,521263.742766,4022299.846953,33.183403,27.000000,32.000000,19.000000,23.000000,4.009370,6506.556152,9.731895
,10,516862.119744,4075573.947982,119.619079,33.000000,23.000000,30.000000,26.000000,3.643394,5603.679199,8.475201
,11,497981.068071,4091052.049153,3.844728,16.000000,20.000000,16.000000,17.000000,8.467271,6033.452148,9.416147
,12,542983.141085,4056159.667686,9.368700,34.000000,33.000000,31.000000,30.000000,6.372638,7179.272460,12.199612
,13,545868.375773,3997130.770529,10.753369,19.000000,18.000000,17.000000,18.000000,6.052493,6171.270507,8.835831
,14,589032.922304,4036650.956786,46.567779,24.000000,17.000000,19.000000,18.000000,2.977353,6604.767578,11.090164
,15,505121.990008,4049231.603717,1.381603,31.000000,25.000000,19.000000,21.000000,6.494994,6885.893554,12.004337
,16,512552.283066,4039431.544187,1.233278,21.000000,16.000000,15.000000,17.000000,9.904277,5989.767578,8.531894
,17,577480.348432,4043783.904979,3.360913,13.000000,10.000000,14.000000,10.000000,5.606049,6024.033691,8.516540
,18,642317.092022,3932512.311271,6.795300,36.000000,35.000000,34.000000,31.000000,6.511518,7006.454101,13.338196
,19,580915.160146,3959369.969079,20.880187,14.000000,6.000000,13.000000,13.000000,3.779455,6289.782226,9.116540
,20,639279.342322,3931777.290645,2.072892,31.000000,35.000000,30.000000,31.000000,6.089407,6814.879394,12.909063
,21,529256.360131,4083374.382760,95.039855,33.000000,29.000000,26.000000,29.000000,3.650268,6314.416015,10.064572
,22,474066.921396,4045871.949734,2.757804,16.000000,9.000000,11.000000,29.000000,5.803773,6249.883300,8.325201
,23,602536.307077,4032267.017670,0.369138,17.000000,18.000000,17.000000,16.000000,10.704691,6082.214355,9.101579
,24,516857.943022,4015634.509874,22.547269,25.000000,24.000000,17.000000,19.000000,4.395813,6015.260742,8.508666
,25,575149.645335,3974487.814869,2.633669,23.000000,22.000000,20.000000,20.000000,5.849805,6349.273437,9.115753
,26,553837.179603,4067837.851834,60.253341,24.000000,19.000000,20.000000,17.000000,3.818326,6678.956054,10.898431
,27,535898.065688,3978919.344642,4.159581,21.000000,23.000000,17.000000,18.000000,8.100926,5861.575195,9.114966
,28,479723.710432,4049522.273411,2.991918,11.000000,10.000000,9.000000,10.000000,8.980332,5852.802734,8.018507
,29,554262.012772,4000405.705087,1.556717,22.000000,21.000000,17.000000,18.000000,6.375496,6329.291015,8.648036
,30,467997.389391,4046924.709348,13.556136,15.000000,18.000000,12.000000,18.000000,8.688777,6048.135742,8.006303
,31,541516.513139,4013872.315595,5.874041,25.000000,20.000000,21.000000,18.000000,6.146298,6344.194335,9.606304
,32,538390.375821,4078321.589606,7.940096,42.000000,33.000000,36.000000,32.000000,7.231232,7154.651367,14.199614
,33,453384.951105,4037788.532705,16.046436,22.000000,15.000000,15.000000,13.000000,5.834528,6507.808105,10.434652
,34,570896.363009,4008969.140941,14.905817,26.000000,25.000000,24.000000,23.000000,5.502810,6429.388671,9.179925
,35,615780.432304,3949445.003837,1.792352,28.000000,31.000000,26.000000,24.000000,7.333448,6604.580078,9.852761
,36,516861.747647,4086644.456156,2.977281,24.000000,18.000000,18.000000,18.000000,5.727257,6145.124023,10.526778
,37,554881.236177,3999568.031208,29.216260,23.000000,26.000000,16.000000,20.000000,4.136685,6193.845703,8.648036
,38,540131.111434,4065568.671147,278.704345,27.000000,20.000000,25.000000,22.000000,2.286731,6815.395507,11.674021
,39,529915.815939,3995653.980700,5.162984,18.000000,10.000000,18.000000,12.000000,8.009930,6092.586425,8.771264
,40,550602.318526,4081141.390975,38.200469,31.000000,25.000000,26.000000,22.000000,3.175417,6568.965820,12.061423
,41,525384.532771,4038859.722163,9.127992,17.000000,12.000000,10.000000,7.000000,9.643881,6004.065429,8.490555
,42,516010.797337,4084820.026754,1.433534,20.000000,18.000000,15.000000,17.000000,8.249797,6260.865234,10.627171
,43,637601.855815,3985081.496559,1.453694,17.000000,14.000000,15.000000,15.000000,7.137138,6204.031250,10.018115
,44,637847.921864,3931914.637461,4.410619,31.000000,33.000000,32.000000,29.000000,7.636819,6775.696777,12.755518
,45,672039.263271,4062446.874453,4.552819,25.000000,23.000000,22.000000,20.000000,5.302619,5788.347656,8.512996
,46,559739.076248,3993009.112091,11.562253,24.000000,25.000000,20.000000,21.000000,4.370539,6749.589843,9.274415
,47,550538.047924,4076928.869541,22.343271,28.000000,35.000000,23.000000,27.000000,6.276688,6161.599609,9.651973
,48,453344.545003,4042413.009187,7.952955,13.000000,13.000000,6.000000,11.000000,6.824131,6582.842285,9.904729
,49,602056.877876,4007861.548654,56.861747,15.000000,22.000000,32.000000,24.000000,3.470792,7038.885742,10.574021
,50,520559.262086,4053993.898275,3.278534,29.000000,19.000000,23.000000,22.000000,7.017162,6640.294921,10.396462
,51,543072.644754,4050376.025459,5.103429,32.000000,33.000000,26.000000,27.000000,6.797737,6680.147949,10.857486
,52,652421.777201,4047871.784660,44.988140,32.000000,23.000000,41.000000,40.000000,4.803622,7075.674316,11.371265
,53,584107.799988,3955103.395132,2.171369,26.000000,34.000000,26.000000,25.000000,6.042970,6695.305175,9.764966
,54,594953.153253,4004242.689879,0.188555,27.000000,23.000000,22.000000,23.000000,10.973013,6507.337402,9.399611
,55,545427.970677,4051483.578822,11.443634,32.000000,26.000000,26.000000,23.000000,7.214068,6727.770996,10.483076
,56,535197.529905,4069101.455047,1.877024,33.000000,36.000000,30.000000,35.000000,8.134369,7093.823730,12.248431
,57,517540.313471,4019227.466369,2.710973,17.000000,16.000000,15.000000,13.000000,5.821043,6126.928710,8.678745
,58,627968.554598,3932100.664765,5.280345,37.000000,34.000000,32.000000,30.000000,7.351490,6759.684570,11.592526
,59,538634.659382,4012115.791545,25.842302,21.000000,25.000000,17.000000,22.000000,4.664850,6281.475585,9.159848
,60,636463.072727,4011950.466338,0.799984,20.000000,16.000000,12.000000,17.000000,7.041280,6264.183593,10.195674
,61,525388.299686,4079002.188447,17.465883,27.000000,20.000000,21.000000,23.000000,3.958019,6998.305664,11.127171
,62,524930.612772,4044127.732602,1.031415,22.000000,17.000000,18.000000,14.000000,6.787441,6182.900878,9.030714
,63,457299.426651,4035097.274564,5.002730,19.000000,14.000000,13.000000,13.000000,6.306903,6203.971679,8.043312
,64,533590.465126,4016071.283612,24.566307,18.000000,28.000000,17.000000,23.000000,8.212001,6026.358886,8.633469
,65,614476.104080,3941958.771550,10.471545,20.000000,19.000000,16.000000,20.000000,4.469575,6136.623046,9.366934
,66,468303.856205,4037736.575752,7.042751,14.000000,14.000000,9.000000,11.000000,7.264163,6184.169921,8.256303
,67,644225.201304,3931000.495449,7.954533,41.000000,40.000000,38.000000,40.000000,5.437679,7023.537597,13.542133
,68,493317.612999,4026371.140547,11.801388,16.000000,14.000000,11.000000,13.000000,6.429485,6055.615722,8.664965
,69,514996.790538,4067358.792646,23.760217,21.000000,26.000000,16.000000,21.000000,5.036556,5604.020996,7.792130
,70,489089.785250,4036714.207810,6.080800,14.000000,11.000000,9.000000,14.000000,6.622605,6233.488281,9.414572
,71,558695.471780,4069705.942602,5.639220,22.000000,18.000000,18.000000,15.000000,7.727597,6099.316406,8.858272
,72,598642.846586,3951815.146379,4.448869,255.000000,29.000000,29.000000,20.000000,5.325624,6443.625000,9.459060
,73,569314.493769,3989788.185269,3.600406,25.000000,22.000000,24.000000,21.000000,5.537264,6364.767578,8.692523
,74,515904.875048,4072015.820761,17.157148,28.000000,23.000000,22.000000,31.000000,5.074460,5117.106445,8.275201
,75,572844.014689,3972209.618816,5.929782,25.000000,24.000000,24.000000,22.000000,5.038255,6125.893066,8.862603
,76,575037.329593,3975391.387060,7.658071,23.000000,21.000000,22.000000,21.000000,6.168804,6107.318359,8.861422
,77,588721.491352,4040524.307308,29.369524,16.000000,10.000000,13.000000,15.000000,4.536930,6138.773925,9.248824
,78,539156.322303,4054688.345030,13.895935,28.000000,24.000000,26.000000,25.000000,5.796113,7068.938964,11.578746
,79,537377.445007,4049450.094117,15.732182,27.000000,28.000000,24.000000,23.000000,6.259798,6612.701171,10.423233
,80,478489.828834,4045513.448131,3.855458,13.000000,15.000000,10.000000,10.000000,8.241326,6251.862792,8.377563
,81,520650.784353,4026069.786069,5.868095,25.000000,23.000000,21.000000,20.000000,6.434984,6364.989257,10.089375
,82,539448.018411,4068741.048954,7.379946,35.000000,31.000000,30.000000,30.000000,7.217428,7249.850585,13.373235
,83,587001.114923,3958146.822830,2.204112,28.000000,25.000000,24.000000,23.000000,6.028057,6722.451171,9.892918
,84,588739.885823,4007998.946932,2.052372,35.000000,33.000000,32.000000,31.000000,8.871832,6821.618164,10.862210
,85,643368.741614,3959604.955809,8.407163,27.000000,25.000000,24.000000,25.000000,8.185686,6792.644042,11.564573
,86,577545.354096,4004585.814433,6.255187,30.000000,31.000000,27.000000,28.000000,6.371121,6669.451171,10.266147
,87,484243.886852,4032611.043643,0.906298,14.000000,12.000000,9.000000,14.000000,9.114051,5962.489257,8.665753
,88,563377.765795,3957717.995705,4.013853,23.000000,21.000000,21.000000,18.000000,7.038034,6521.239746,9.094492
,89,611807.936484,3956677.169656,1.464465,27.000000,33.000000,24.000000,26.000000,8.228501,6640.056152,10.277958
,90,509027.127955,4060563.549864,126.801788,15.000000,12.000000,11.000000,6.000000,2.668791,5965.868164,8.420870
,91,567807.603894,3964790.521373,3.752328,21.000000,18.000000,21.000000,18.000000,6.189030,6321.430175,8.727957
,92,451529.301399,4041550.622719,15.748803,16.000000,19.000000,15.000000,14.000000,5.160109,6793.917968,10.509848
,93,551888.055480,4014499.976013,3.613711,33.000000,30.000000,25.000000,30.000000,6.226719,6482.996582,9.731501
,94,604274.757780,3959348.886941,1.360903,29.000000,28.000000,29.000000,24.000000,7.608770,6423.104980,9.833076
,95,565380.335557,3989124.938727,1.824922,19.000000,15.000000,18.000000,21.000000,13.292594,6178.360351,8.538587
,96,611287.671871,3957039.409178,8.151050,29.000000,26.000000,24.000000,28.000000,5.818733,6625.634765,10.277958
,97,652196.467790,4040595.444954,3.278894,21.000000,12.000000,20.000000,14.000000,5.630839,6100.868164,8.751973
,98,597998.523652,4012424.535788,21.405151,32.000000,32.000000,32.000000,29.000000,3.754622,6946.152343,10.499217
,99,536542.076807,4070300.507674,7.714302,36.000000,46.000000,30.000000,33.000000,7.173084,7170.059570,13.330322
,100,501850.135488,4092386.522254,47.071475,14.000000,12.000000,11.000000,19.000000,3.659745,4538.830566,7.234649
,101,570809.118940,4020044.009771,33.454357,38.000000,22.000000,34.000000,32.000000,4.917515,7073.330566,12.212998
,102,649812.511144,4078013.071723,15.674612,15.000000,11.000000,11.000000,11.000000,5.452552,5969.161132,9.278744
,103,594072.906581,3961353.584313,7.727277,21.000000,24.000000,21.000000,20.000000,5.466687,6674.043457,10.117721
,104,523468.909141,4058439.582297,3.948404,36.000000,29.000000,30.000000,27.000000,6.831221,6845.795898,11.051580
,105,642905.821425,3918040.720081,2.652354,29.000000,33.000000,27.000000,29.000000,8.327747,6496.608886,11.754731
,106,568532.324963,3983290.825795,19.246679,23.000000,21.000000,23.000000,22.000000,4.959549,6352.941406,8.810240
,107,507266.513246,4039799.939724,1.472536,16.000000,16.000000,9.000000,14.000000,7.124353,6123.492187,9.411816
,108,673900.973079,4076140.361200,5.976026,25.000000,22.000000,21.000000,24.000000,7.428408,6130.136718,9.074020
,109,554878.210972,4003608.694086,8.950201,25.000000,22.000000,16.000000,22.000000,7.516947,6377.133300,8.908666
,110,568608.283584,4010554.081340,4.413227,27.000000,26.000000,23.000000,19.000000,5.333688,6469.471679,9.213391
,111,591177.378922,3966344.152282,3.810362,25.000000,25.000000,20.000000,23.000000,6.579136,6886.134765,10.601186
,112,548593.426033,4032426.203340,13.354416,26.000000,32.000000,21.000000,26.000000,4.226425,6287.411132,9.456304
,113,544702.775181,3975852.922205,4.247214,17.000000,20.000000,15.000000,17.000000,6.065188,6083.847656,9.084257
,114,619566.094779,3944147.216715,0.488945,30.000000,27.000000,25.000000,23.000000,12.233936,6156.624511,9.591343
,115,652100.008768,4036901.241403,7.571229,17.000000,17.000000,16.000000,17.000000,6.873347,5991.516113,8.615753
,116,538207.579025,4034429.978400,4.810191,30.000000,27.000000,23.000000,21.000000,8.579749,7121.663085,11.470479
,117,510188.231077,4074085.456334,46.978069,38.000000,24.000000,24.000000,22.000000,4.760346,4841.371582,7.209452
,118,570705.148723,4051426.677265,73.845298,35.000000,28.000000,26.000000,30.000000,4.914191,6230.543457,9.154335
,119,646996.598211,4031508.187354,2.027367,17.000000,17.000000,22.000000,20.000000,7.720997,6199.382324,8.937406
,120,460468.697829,4051249.993656,3.413920,8.000000,12.000000,8.000000,17.000000,6.283509,5963.541015,7.812996
,121,543142.343097,4000267.277217,4.031035,20.000000,13.000000,13.000000,12.000000,9.061818,6205.170898,8.916147
,122,508367.009402,4070498.613238,3.649125,18.000000,11.000000,15.000000,14.000000,8.162898,5533.102539,7.916146
,123,645574.505409,4021289.165181,2.155127,29.000000,26.000000,25.000000,26.000000,8.689421,6487.800781,9.756304
,124,514595.650338,4020660.393347,6.582163,21.000000,17.000000,16.000000,15.000000,6.879792,6137.841796,8.194492
,125,570317.527250,4006265.442619,5.581967,30.000000,28.000000,24.000000,25.000000,7.989063,6669.247070,9.397249
,126,594732.495175,3972052.552555,15.339810,33.000000,37.000000,32.000000,33.000000,7.223311,7142.663085,12.102368
,127,548741.599388,4003612.819128,2.868092,19.000000,18.000000,255.000000,17.000000,7.961791,6244.576660,8.940162
,128,475741.638285,4048358.394797,14.704467,14.000000,16.000000,10.000000,17.000000,6.528018,6146.856445,8.027170
,129,645891.350354,3995122.001372,0.701009,28.000000,29.000000,27.000000,30.000000,7.173466,6825.651855,11.055124
,130,468246.774574,4060470.016704,7.223475,10.000000,9.000000,14.000000,11.000000,5.939548,5973.653808,7.814177
,131,521673.835894,4062568.259199,25.959590,26.000000,28.000000,25.000000,20.000000,4.254877,5750.891601,8.974414
,132,457162.628692,4061557.346576,6.964945,8.000000,9.000000,7.000000,7.000000,6.263679,5838.065429,7.724020
,133,671940.501464,4066535.366396,7.155214,24.000000,22.000000,21.000000,19.000000,7.683639,5984.750488,8.954729
,134,651487.952598,4019568.607843,38.018939,24.000000,22.000000,22.000000,21.000000,4.278797,6836.828125,10.212210
,135,521711.855218,4030453.839753,8.205624,18.000000,14.000000,14.000000,13.000000,6.659349,6208.677734,9.685045
,136,557935.046561,3982372.511996,0.494849,18.000000,15.000000,21.000000,16.000000,7.522496,6028.174804,8.538981
,137,501265.036415,4086691.796832,33.844432,23.000000,36.000000,15.000000,26.000000,4.682786,4920.475585,8.078744
,138,579467.321952,3997959.589887,14.286775,28.000000,24.000000,24.000000,20.000000,7.377801,6585.503906,9.104729
,139,607723.711824,4007357.739087,55.947799,24.000000,16.000000,19.000000,16.000000,3.892459,6228.106445,8.880319
,140,610303.722686,3954723.852293,9.201628,29.000000,33.000000,26.000000,27.000000,6.544783,6541.516601,9.993706
,141,551518.195558,4025453.711084,24.522090,32.000000,28.000000,24.000000,25.000000,4.311849,6657.811523,10.549219
,142,493401.103611,4026546.099282,3.837281,14.000000,7.000000,9.000000,14.000000,6.859835,6097.709960,8.664965
,143,528162.697214,4094010.870480,64.705841,28.000000,21.000000,23.000000,20.000000,4.845641,5804.115722,8.174414
,144,638775.439221,3922520.194215,5.696046,28.000000,24.000000,26.000000,33.000000,5.078463,6444.754394,11.837015
,145,509993.624126,4071215.410859,5.294666,19.000000,15.000000,16.000000,16.000000,8.196049,5573.355957,7.881106
,146,555132.646284,4022874.814191,7.825376,34.000000,33.000000,30.000000,28.000000,4.760933,6808.282714,10.401580
,147,652731.909091,4049884.157490,36.134662,33.000000,27.000000,28.000000,32.000000,5.176931,6886.466796,10.706305
,148,552126.824539,4006674.777037,1.857598,24.000000,25.000000,20.000000,21.000000,7.585393,6287.433105,9.054335
,149,458851.692330,4057541.438910,0.622154,7.000000,8.000000,5.000000,9.000000,10.183047,5721.857910,7.708665
,150,658783.871929,4033492.064903,4.922043,35.000000,32.000000,32.000000,32.000000,7.997123,6548.603027,10.045675
,151,526114.638327,4085685.805145,10.189352,33.000000,29.000000,29.000000,27.000000,7.061868,6308.324218,11.337408
,152,464026.444700,4063260.849692,2.923615,13.000000,14.000000,11.000000,8.000000,6.438584,5843.865234,7.798823
,153,607159.772676,4010328.643878,47.905933,13.000000,11.000000,13.000000,8.000000,4.558470,6659.846679,9.220871
,154,528886.204138,3977327.354007,7.442953,18.000000,12.000000,19.000000,10.000000,8.178279,5988.074218,9.346856
,155,511629.009182,4058820.812337,75.365287,14.000000,8.000000,18.000000,25.000000,3.882216,6047.213378,8.412997
,156,511765.067524,4082653.651265,15.878124,25.000000,17.000000,19.000000,19.000000,5.662774,5630.955566,8.822839
,157,512006.828606,4041218.635560,10.676327,16.000000,9.000000,9.000000,6.000000,6.647447,6132.634765,9.003941
,158,554631.384722,4060268.280721,1.654698,25.000000,20.000000,26.000000,23.000000,7.007878,5984.454589,9.264178
,159,454692.825143,4059172.444697,2.158729,14.000000,9.000000,13.000000,9.000000,7.840670,5908.251464,7.759847
,160,538717.182162,4030445.620477,29.269660,30.000000,26.000000,23.000000,25.000000,5.233481,6741.489257,10.138587
,161,500973.397460,4037867.748490,22.858745,17.000000,18.000000,15.000000,20.000000,5.634861,6654.529296,11.215754
,162,641701.884756,3996796.900879,11.255443,17.000000,18.000000,14.000000,18.000000,5.090574,6498.484375,10.426383
,163,569169.082366,3964911.930801,11.041921,19.000000,23.000000,21.000000,21.000000,9.863326,6116.857910,8.742918
,164,650172.105944,4030257.034667,1.967413,21.000000,21.000000,19.000000,21.000000,8.444007,6343.192382,9.054729
,165,644674.909561,4011805.585390,3.600265,23.000000,24.000000,18.000000,24.000000,8.481728,6756.300292,10.683076
,166,535464.461714,4064777.540658,10.230092,34.000000,24.000000,27.000000,24.000000,6.572393,6964.742675,11.536226
,167,491413.686689,4028367.908852,5.358420,12.000000,10.000000,11.000000,11.000000,6.525901,6023.432128,8.653942
,168,579813.194109,4005702.641138,7.592594,36.000000,30.000000,29.000000,25.000000,5.484283,7005.797851,10.314966
,169,566449.205385,3998748.108279,4.069999,28.000000,24.000000,23.000000,25.000000,6.107770,6573.957031,9.111028
,170,541730.846440,4002186.326912,8.322091,23.000000,13.000000,16.000000,17.000000,6.645239,6349.268554,9.220477
,171,534200.060331,4015788.166193,4.529921,26.000000,20.000000,20.000000,17.000000,5.307567,6146.448730,8.777957
,172,648905.323735,4035347.855667,5.014963,10.000000,14.000000,9.000000,14.000000,6.592186,6111.498535,8.647249
,173,620946.024626,3944119.288488,1.518354,31.000000,34.000000,28.000000,32.000000,6.400704,6194.944824,9.650793
,174,545037.393307,4042311.281971,3.569049,35.000000,38.000000,30.000000,34.000000,8.764889,7112.950683,11.928353
,175,451207.538683,4046440.505053,3.942929,13.000000,11.000000,10.000000,11.000000,7.525816,6614.064941,9.922446
,176,541398.289267,4050804.073570,22.907194,21.000000,27.000000,18.000000,22.000000,4.379973,6696.942871,10.795282
,177,513321.893161,4055704.790451,54.788097,16.000000,15.000000,13.000000,19.000000,3.913410,6144.092285,8.778351
,178,563368.838277,3982340.734135,0.491573,22.000000,25.000000,25.000000,23.000000,11.479420,6116.514160,8.601579
,179,496202.890619,4055425.613302,2.553589,13.000000,16.000000,9.000000,12.000000,8.713829,5845.203613,8.643311
,180,550295.426507,4028864.319546,10.027980,23.000000,22.000000,18.000000,20.000000,7.845051,6361.744628,9.503548
,181,596744.071217,3958313.302604,10.327178,31.000000,31.000000,27.000000,24.000000,5.176647,6651.861328,9.983469
,182,643818.714319,4025121.495221,5.006570,17.000000,13.000000,18.000000,15.000000,7.153381,6306.935058,9.374021
,183,558149.323949,4002108.322344,17.186086,25.000000,18.000000,17.000000,16.000000,5.360466,6240.077148,8.597642
,184,670130.305253,4045333.924551,17.544252,19.000000,22.000000,21.000000,23.000000,5.052151,6433.571289,9.507486
,185,520963.070282,4015200.280618,3.514414,21.000000,24.000000,19.000000,19.000000,6.254537,6125.362792,8.670083
,186,530611.664134,4093188.451864,2.511981,20.000000,18.000000,19.000000,18.000000,8.787567,6240.783691,10.353155
,187,456411.194524,4039469.691094,6.262516,18.000000,10.000000,14.000000,12.000000,4.983753,6274.339843,8.523233
,188,575952.698580,3962391.851534,0.001294,21.000000,20.000000,19.000000,18.000000,17.755897,6529.163574,9.344099
,189,627126.821222,3947447.683678,16.546758,23.000000,27.000000,21.000000,24.000000,4.705219,6529.545410,10.155910
,190,607093.774100,4026738.824015,11.315554,18.000000,8.000000,11.000000,5.000000,4.392089,5964.171875,8.742524
,191,572134.899329,4024201.251949,34.635635,33.000000,23.000000,35.000000,33.000000,5.065150,7370.860351,13.319692
,192,518873.861851,4064098.369207,32.323478,23.000000,18.000000,19.000000,15.000000,5.288386,6070.926269,8.694887
,193,555773.348393,4078707.043335,13.541790,32.000000,23.000000,21.000000,20.000000,4.212485,6093.306640,8.372052
,194,515817.045805,4075153.481969,147.157135,19.000000,20.000000,16.000000,19.000000,2.925379,5601.691894,8.198430
,195,544596.719395,4054286.086271,35.449909,32.000000,24.000000,28.000000,36.000000,5.552725,6515.317382,10.681502
,196,641526.980121,3943473.682813,3.430406,43.000000,40.000000,44.000000,42.000000,6.684075,7047.906738,12.675597
,197,603178.697511,4007094.483480,7.877372,28.000000,29.000000,23.000000,23.000000,6.363687,7222.850585,10.637013
,198,623238.569995,3957381.354184,1.714802,26.000000,28.000000,25.000000,24.000000,7.888361,6333.499023,9.818116
,199,509043.237965,4047981.766691,2.784773,34.000000,25.000000,28.000000,24.000000,8.838616,6575.388671,10.826383
,200,496027.002346,4032681.437942,2.505390,15.000000,17.000000,13.000000,16.000000,6.998428,6199.229980,9.615754
,201,589067.304818,3999204.152813,27.213178,31.000000,26.000000,27.000000,24.000000,4.613175,6743.260253,9.513784
,202,529806.270372,3996081.261049,5.922070,18.000000,13.000000,16.000000,15.000000,6.649034,6076.419921,8.771264
,203,651154.434664,3914666.803808,5.367492,36.000000,38.000000,34.000000,33.000000,6.747288,6856.865722,12.235834
,204,591076.944180,4041569.268864,8.842068,13.000000,8.000000,11.000000,7.000000,9.869856,5991.366210,8.773233
,205,659534.593855,4033477.962145,6.823316,19.000000,23.000000,17.000000,17.000000,7.462827,6609.093261,10.045675
,206,559141.018366,3998392.466282,7.242329,18.000000,15.000000,16.000000,16.000000,4.838333,6362.868652,8.704730
,207,489665.157732,4056148.830184,1.453008,14.000000,13.000000,15.000000,15.000000,8.842581,5720.581542,8.008666
,208,460362.455578,4057461.058323,4.458846,8.000000,10.000000,8.000000,5.000000,7.115050,5916.924316,7.717327
,209,547162.552749,4090890.659726,18.014419,15.000000,11.000000,12.000000,9.000000,5.313399,5823.208496,8.807879
,210,566287.453987,3977833.057737,7.704268,24.000000,27.000000,25.000000,25.000000,5.469632,6358.084472,8.824808
,211,638718.165248,3997714.598118,5.166320,9.000000,16.000000,8.000000,16.000000,5.869268,6343.850097,10.331108
,212,471979.069548,4042482.989010,9.146304,14.000000,16.000000,10.000000,16.000000,6.396689,6352.050292,8.513390
,213,647661.056765,3915974.136164,6.818903,36.000000,35.000000,32.000000,33.000000,6.284850,6618.347167,11.834258
,214,511513.366751,4042007.007834,3.775664,24.000000,21.000000,18.000000,24.000000,6.588238,6428.912109,9.695674
,215,583632.624178,3987716.661511,2.955327,21.000000,15.000000,15.000000,17.000000,9.135872,6194.384765,8.669690
,216,457743.055172,4048927.838128,7.289843,16.000000,12.000000,11.000000,11.000000,4.831777,6197.251953,7.978744
,217,479791.209626,4059233.587934,3.043022,9.000000,11.000000,12.000000,14.000000,5.705483,5904.424316,7.917720
,218,458289.225064,4031671.998439,6.807836,15.000000,15.000000,10.000000,13.000000,8.267439,5706.592285,7.258665
,219,672514.974115,4079601.004587,4.528425,34.000000,32.000000,32.000000,34.000000,5.307923,6048.591796,9.355910
,220,646495.227475,4070764.320925,4.011673,15.000000,12.000000,14.000000,14.000000,8.319479,5625.291015,8.568115
,221,468984.442651,4039070.585544,8.573268,23.000000,20.000000,20.000000,17.000000,5.362748,6025.956542,8.244886
,222,493744.551147,4052797.771374,4.440739,12.000000,8.000000,7.000000,9.000000,5.327421,5815.374511,8.528744
,223,532624.422706,4033820.180737,8.534172,29.000000,25.000000,25.000000,23.000000,6.620084,6678.494628,10.744888
,224,519300.503635,4048804.244366,6.078273,18.000000,9.000000,14.000000,13.000000,5.013513,6281.831054,9.531895
,225,546135.160088,4007590.977076,5.965695,33.000000,28.000000,25.000000,28.000000,9.143125,6738.915039,9.994493
,226,546656.043189,4053016.956540,1.500753,29.000000,23.000000,17.000000,22.000000,10.617277,6289.052246,10.190162
,227,651838.087517,3910470.260078,9.018899,30.000000,22.000000,26.000000,27.000000,6.228377,6679.063964,11.712210
,228,586338.799180,4038632.884113,27.476819,0.000000,1.000000,0.000000,0.000000,4.891208,6412.476562,11.076383
,229,543576.595870,3978401.408696,13.729919,18.000000,18.000000,17.000000,15.000000,5.297305,5861.548339,8.880319
,230,467720.036940,4043638.243051,8.858341,23.000000,16.000000,19.000000,15.000000,6.582824,6138.425292,8.092917
,231,511744.404302,4050568.008858,2.069645,28.000000,23.000000,27.000000,24.000000,8.575772,6643.445312,10.912211
,232,640557.318433,3919117.805130,3.296886,23.000000,23.000000,22.000000,20.000000,6.318508,6463.340820,11.530321
,233,458426.361422,4067658.568570,5.388250,18.000000,10.000000,16.000000,11.000000,5.827186,5765.643554,7.871657
,234,582534.210626,3992142.842917,5.294665,26.000000,16.000000,24.000000,20.000000,6.943306,6892.611328,9.548824
,235,614267.986753,3940040.725077,10.346526,14.000000,5.000000,10.000000,9.000000,5.867909,6094.203613,9.291737
,236,623744.395900,3946954.148626,8.105688,18.000000,19.000000,16.000000,18.000000,5.418796,6355.955078,9.787013
,237,522063.211551,4016840.199748,3.371773,21.000000,18.000000,17.000000,16.000000,5.602795,6269.411132,8.836619
,238,637855.447818,4013692.672967,6.685232,26.000000,26.000000,12.000000,22.000000,7.862796,6224.612304,10.120872
,239,603248.181243,4006855.892279,43.888187,29.000000,22.000000,26.000000,26.000000,7.824122,6909.823730,10.277958
,240,553038.491294,4005084.216692,20.019985,31.000000,36.000000,24.000000,24.000000,5.430979,6518.857421,9.177170
,241,640855.375234,3971340.094060,3.280087,19.000000,6.000000,15.000000,9.000000,10.543009,6836.975585,10.873233
,242,504798.627664,4072329.048392,6.557164,19.000000,12.000000,17.000000,13.000000,4.937685,5562.636230,7.964571
,243,639238.681807,3964387.511699,2.724671,14.000000,15.000000,13.000000,18.000000,9.823233,6808.879394,11.111817
